Estación	Cod. Pluvio	Fecha	[mm]
Laureles_sa	1321	27/10/2016	0.0
Laureles_sa	1321	28/10/2016	0.0
Laureles_sa	1321	29/10/2016	0.0
Laureles_sa	1321	30/10/2016	0.0
Laureles_sa	1321	31/10/2016	0.0
Laureles_sa	1321	1/11/2016	130.0
Laureles_sa	1321	2/11/2016	0.0
Laureles_sa	1321	3/11/2016	0.0
Laureles_sa	1321	4/11/2016	0.0
Laureles_sa	1321	5/11/2016	0.0
Laureles_sa	1321	6/11/2016	0.0
Laureles_sa	1321	7/11/2016	0.0
Laureles_sa	1321	8/11/2016	0.0
Laureles_sa	1321	9/11/2016	0.0
Laureles_sa	1321	10/11/2016	1.0
Laureles_sa	1321	11/11/2016	0.0
Laureles_sa	1321	12/11/2016	0.0
Laureles_sa	1321	13/11/2016	0.0
Laureles_sa	1321	14/11/2016	4.0
Laureles_sa	1321	15/11/2016	0.0
Laureles_sa	1321	16/11/2016	4.0
Laureles_sa	1321	17/11/2016	0.0
Laureles_sa	1321	18/11/2016	0.0
Laureles_sa	1321	19/11/2016	0.0
Laureles_sa	1321	20/11/2016	0.0
Laureles_sa	1321	21/11/2016	0.0
Laureles_sa	1321	22/11/2016	0.0
Laureles_sa	1321	23/11/2016	0.0
Laureles_sa	1321	24/11/2016	3.0
Laureles_sa	1321	25/11/2016	0.0
Laureles_sa	1321	26/11/2016	33.0
Laureles_sa	1321	27/11/2016	0.0
Laureles_sa	1321	28/11/2016	0.0
Laureles_sa	1321	29/11/2016	0.0
Laureles_sa	1321	30/11/2016	0.0
Laureles_sa	1321	1/12/2016	0.0
Laureles_sa	1321	2/12/2016	51.0
Laureles_sa	1321	3/12/2016	0.0
Laureles_sa	1321	4/12/2016	0.0
Laureles_sa	1321	5/12/2016	0.0
Laureles_sa	1321	6/12/2016	0.0
Laureles_sa	1321	7/12/2016	0.0
Laureles_sa	1321	8/12/2016	0.0
Laureles_sa	1321	9/12/2016	0.0
Laureles_sa	1321	10/12/2016	0.0
Laureles_sa	1321	11/12/2016	0.0
Laureles_sa	1321	12/12/2016	0.0
Laureles_sa	1321	13/12/2016	0.0
Laureles_sa	1321	14/12/2016	0.0
Laureles_sa	1321	15/12/2016	0.0
Laureles_sa	1321	16/12/2016	0.0
Laureles_sa	1321	17/12/2016	0.0
Laureles_sa	1321	18/12/2016	0.0
Laureles_sa	1321	19/12/2016	0.0
Laureles_sa	1321	20/12/2016	0.0
Laureles_sa	1321	21/12/2016	0.0
Laureles_sa	1321	22/12/2016	50.0
Laureles_sa	1321	23/12/2016	16.0
Laureles_sa	1321	24/12/2016	0.0
Laureles_sa	1321	25/12/2016	30.0
Laureles_sa	1321	26/12/2016	10.0
Laureles_sa	1321	27/12/2016	0.0
Laureles_sa	1321	28/12/2016	0.0
Laureles_sa	1321	29/12/2016	0.0
Laureles_sa	1321	30/12/2016	0.0
Laureles_sa	1321	31/12/2016	0.0
Laureles_sa	1321	1/1/2017	0.0
Laureles_sa	1321	2/1/2017	0.0
Laureles_sa	1321	3/1/2017	42.0
Laureles_sa	1321	4/1/2017	60.0
